x = 7 y = 8
x = 7 y = 9
x = 8 y = 8
x = 8 y = 9
x = 18 y = 8
x = 18 y = 9
x = 18 y = 10
x = 19 y = 7
x = 19 y = 11
x = 20 y = 6
x = 20 y = 12
x = 21 y = 7
x = 21 y = 11
x = 22 y = 8
x = 22 y = 9
x = 22 y = 10
x = 23 y = 8
x = 23 y = 9
x = 23 y = 10
x = 28 y = 6
x = 28 y = 7
x = 28 y = 8
x = 29 y = 5
x = 29 y = 6
x = 29 y = 8
x = 29 y = 9
x = 30 y = 5
x = 30 y = 6
x = 30 y = 8
x = 30 y = 9
x = 31 y = 5
x = 31 y = 6
x = 31 y = 7
x = 31 y = 8
x = 31 y = 9
x = 32 y = 4
x = 32 y = 5
x = 32 y = 9
x = 32 y = 10
x = 37 y = 8
x = 37 y = 9
x = 41 y = 6
x = 41 y = 7
x = 42 y = 6
x = 42 y = 7
